name,address,district,capacity,quantity,fee,memo,receipt,type,brand,denomination,weight_class
Daily Shopping,"Ca-63/2 Uttar Badda, Gulsan",Dhaka,"30,60","1,1","200,300",..605.31.003.21,351183,Digital Weight Scale,none,none,none
